category,file_path,role,skills,education
AVIATION,data/AVIATION/17694572.pdf,ADMINISTRATIVE MANAGER,"Clinical/Administrative Skills
Phlebotomy
EKG'SUrinalysis
Vital Signs
Pharmacology
Clinical Asepsis
Health Insurance
Filing Appointment Scheduling
MS Word MS Excel MS PowerPoint","Sanford Brown Institute
 
Medical Assistant
 
City
 
, 
State
CPR Certified"
AVIATION,data/AVIATION/15823995.pdf,RECRUITER-IN-CHARGE,"and ability to manage complex projects with accuracy.
Excellent communication and management skills, able to deliver informative recommendations to senior leadership regarding long-term strategic
planning and decision making. 
Disciplined approach to tasks and ability to anticipate potential obstacles are attributes which contribute to a strong
record of excellence and acknowledgment for ""getting the job done.""","Master of Science
 
, 
Management
 
May 2016
 
Riddle Aeronautical University
 
- 
City
 
, 
State
 
GPA: 
Summa Cum Laude) GPA: 4.0
 
Management
Summa Cum Laude) GPA: 4.0
Bachelor of Business Administration
 
May 2005
 
University of La Verne
 
- 
City
 
, 
State
 
GPA: 
Magna Cum Laude GPA: 3.84
 
Magna Cum Laude
GPA: 3.84
Counselor (Professional & Kindred) Apprenticeship Certification
 
September 2015"
AVIATION,data/AVIATION/23464505.pdf,JAVA INTERN,"Strong analytical skills
Optimizing and performance tuning","May 2015
 
Wichita State University
 
ï¼​ 
City
 
, 
State
 
Master of Science
 
Computer Science
 
GPA: 
GPA: 3.93/4
GPA: 3.92/4
May 2013
 
BMSCE
 
ï¼​ 
City
 
, 
State
 
Bachelor of Engineering
 
Computer Science
 
GPA: 
GPA: 8.81/10
GPA: 8.81/10
Qualifications
Programming and design"
AVIATION,data/AVIATION/13195436.pdf,AVIATION MAINTENANCE EGRESS LEADING PETTY OFFICER LEADING PETTY OFFICER,"acquired during my military career. Maintains an Active Government
Secret Security Clearance Expert in Aviation Environmental Control and Egress Systems, Quality Assurance, Maintenance Management, Training
and Safety. Proficient in Microsoft Word, Excel, and Power Point. Collateral Duty Inspector on Egress/Environmental Control Systems for 8
years. Collateral Duty Quality Assurance Representative for Aviation Egress and Ordnance Systems for 5 years. Full Systems Quality Assurance
Representative 1 year. Quality Assurance Safety Observer for CADS/PADS 6 years. F/A-18E/F Low Power Engine/APU Turn Operator
Qualified 
F/A-18 Super Hornet Plane Captain. 
Assuming responsibilities of Daily/Turnaround inspections, servicing and operation of twelve 65
million dollar aircraft, ensuring all are in full mission capable status. 
Diligently showing expertise in emergency procedures and ground safety for 31
fighter pilots/aircrew and 245 maintenance personnel. Aviation Gas Free Engineer/Confined Space Entry Supervisor and Safety Observer.
Excellent communication, team building and leadership abilities.","Specialized Military Schools/Training: Advanced Environmental Control and Safety Equipment Maintenance and Troubleshooting; Navy Course:C-555-0056, ALSS Configuration Management, Navy Course: C-555-0046, Nalcomis OOMA QA Administration, 
Leadership Techniques
Advanced and Primary; Quality Assurance Safety Observer; Gas Free Engineering; Work Center Leading Petty Officer; Aviation/Aircraft Support
Advanced Corrosion Control; Electro static Discharge. Satisfactorily completed 728 Day Maintenance Refresher Course of instruction instructed
by Martin Baker Representative (Joe Glasser) on Martin-Baker SJU-17 Series Naval Aircrew Common Ejection Seats (NACES). 
Course
consisted of Principles of Operation, 728 Day Inspection Procedures, Arming and De-arming Procedures and Ejection Seat removal and
Installation. Completed Navy Knowledge Online Professional Military Education via Naval Warfare College E-1 through E-7.
Completed Navy Knowledge Online Course ""Managing Anger/Stress in Work Environments"".
 
: 
1 1996
 
Graduate of Gateway High School
 
ï¼​
City
 
, 
State
 
Graduated 2 years early with Valedictorian scores ranked top 5 out of 300 candidates) 1998-1999 Attended Foothill College through
Local Union Iron Workers #155 2013-2014 Attended Grand Canyon University completing four courses, earning 16 credits toward
Ba of Science
 
: 
Public Safety and Emergency Management
 
Public Safety and Emergency Management"
AVIATION,data/AVIATION/69458502.pdf,AVIATION ENGINEER,demonstrated by [number] years of,"and Training
Bachelors of Science
 
:
 
Aerospace Engineering
 
2015
 
EMBRY-RIDDLE AERONAUTICAL UNIVERSITY
 
, 
City
 
, 
USA
 
Aerospace Engineering
Applied Mathematics
 
2014
 
EMBRY-RIDDLE AERONAUTICAL UNIVERSITY
 
, 
City
 
, 
USA
 
Applied Mathematics
High School Degree
 
2010
 
UNIDAD EDUCATIVA SAN NICOLA
 
, 
City
 
, 
Venezuela"
AVIATION,data/AVIATION/24154692.pdf,QUALITY ASSURANCE MANAGER,"Process Improvement
6S/LEAN/KAIZEN Principles
Compliance/Regulations
Identify/Analyze/Resolve Problems
Supplier Quality
Staff training and development
Policy reinforcement
Knowledge Of Quality Systems
Audit Coordination
Quality Management
Process Control
Employee Supervision
Root Cause Analysis
Presentations","High School Diploma
 
05/1998
 
Liberty Eylau High School
 
- 
City
Graduated summa cum laude
Graduated Top 3 of Class
Member of National Honor Society
No Degree
 
: 
General Studies
 
Ivy Tech Community College Of Indiana
 
- 
City
Dean's List 2004 & 2005
Certifications
Certified Six Sigma Green Belt, Aveta Business Institute - 2020
ISO 9001:2015 Internal Auditor Training, Purdue University - 2019
NADCAP Audit Criteria AC7108/1 Rev C, Purdue University - 2019
OSHA 10, OSHA Training Institute - 2019
Quality Management, Tools & Techniques, Ivy Tech - 2019
Blueprint Reading, GD&T, Ivy Tech - 2019
VSM w/ Implementation and VSM with eVSM - 2016Advanced Microsoft Excel Techniques Training - 2015
Best Practices for Managing Inventories and Cycle Counts Training- 2015
Lean Operational Excellence Training - 2013
Blueprint Reading Fundamentals Training- 2013"
AVIATION,data/AVIATION/23985183.pdf,OPERATION MANAGER,"Secret Security Clearance
Project management
Budget analysis
Training / Development
Schedule management
Critical thinking
Team building
Written and oral communication skills
Process improvement
Microsoft Office Suite expert
Summary
Accomplished Operation Management professional with 20+ years' with a broad scope of","Bachelor of Science
 
: 
Business Administration
 
, 
Current
 
Trident University International
 
- 
City
 
, 
State
 
Professional Development (United States Army)
- Structured Self DevelopmentÂ [2013]Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â  Â Â Â Â Â Â Â Â Â Â Â 
- Manager Development CRS [2006]Â Â  
- Systems Approach to Training BasicÂ [2012]Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â  Â 
Â Â Â Â Â Â Â Â Â Â  Â - Action Officer Development [2006]Â  
- Supervisor
DevelopmentÂ [2012]Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â 
Â - Safety Course [2006]Â Â Â Â  Â Â Â Â  Â Â Â Â  Â Â Â Â  Â Â Â Â  
- Training Developer (Middle Manger)
[2012]Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â  Â Â - Hazardous Materials/Waste Handling [2006] 
- Injury
Prevention Through LeadershipÂ [2010]Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â  - Aircraft Structural Adv LDR [2002]Â Â Â  Â Â Â Â Â 
Â Â Â Â  Â Â Â Â  Â Â Â Â  Â Â Â Â Â Â Â Â Â Â Â Â Â Â  
- Composite Risk Management
CRSÂ [2010]Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â  - Basic Noncommissioned Officer [2002]Â Â Â Â Â Â Â Â Â Â  
-
Army Basic InstructorÂ [2010]Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â  - Total
Army Training System (TATS) [1999]Â Â Â Â Â  Â Â Â Â  Â Â Â Â  
- Support Cadre Training [2010]Â Â Â Â Â 
Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â  - Primary Leadership Development [1999] 
- Aircraft
Component Repairer Supervisor Senior LDRÂ [2007]Â Â Â Â Â  - Leadership Development [1999] 
- Supervisor
DevelopmentÂ [2006]Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â"
AVIATION,data/AVIATION/10176815.pdf,AVIATION ELECTRONICS TECHNICIAN,and,"May 2016
Bachelors of Science
 
: 
Aeronautical Science Applied Meteorology
 
Embry-Riddle Aeronautical University
 
ï¼​ 
City
 
, 
State
 
GPA: 
GPA: 3.23/4.0
Aeronautical Science Applied Meteorology GPA: 3.23/4.0
May 2008
Associate of Science
 
: 
Electronic Engineering Technology
 
Tidewater Community College
 
ï¼​ 
City
 
, 
State
 
GPA: 
GPA: 3.85/4.0 Summa Cum Laude
Electronic Engineering Technology GPA: 3.85/4.0 Summa Cum Laude"
AVIATION,data/AVIATION/11752500.pdf,ELECTRICIAN,"Troubleshooting
Problem Resolution
Avionics Systems
Electrical Components
Aircraft Instruments
Process Change and Implementation
Goal Attainment
Maintenance Management
Project Management
Quality Assurance
Team Leadership and Training
Inspections
Deadline Adherence
Secret Clearance
Collateral Duty Inspector
Schematics","Bachelor of Science
 
: 
Professional Aeronautics
 
, 
2007
 
Embry-Riddle Aeronautical University"
AVIATION,data/AVIATION/28020046.pdf,PRODUCTION EXCELLENCE SPECIALIST,"Client Relations Software: Dynamics CRM
Desktop Publishing Software: Photoshop, Illustrator
Microsoft: MS Access, MS Excel, MS Outlook, MS Power Point, Microsoft Publisher, MS Word
Business Management Software: ERP - NetSuite","University of Maryland University College
 
2002
 
Bachelor of Science
 
: 
Information Systems Management
 
Information Systems Management"
AVIATION,data/AVIATION/24773845.pdf,AVIATION EXECUTIVE OFFICER,". A strong
background in cross-functional team leadership, with extensive","Criminal Justice
 
, 
2007
 
Jacksonville State University
 
ï¼​ 
State
 
Honors in Major and Minor, Distinguished Military Graduate award. 
MBA
 
: 
Management 
, 
2017
 
University of Alabama
 
ï¼​ 
City
 
, 
State
 
Enrolled
Military Science
 
, 
2013
 
Aviation Captains Career Course
 
ï¼​ 
City
 
, 
State
 
Six-month leadership development course designed to train and educate
company grade officers in the high standards of professional knowledge,"
AVIATION,data/AVIATION/12904972.pdf,"MANAGER, CONTINUOUS IMPROVEMENT","Fiber Optics Repair Technical Skill Set * Formal Training: Learjet 24, Piper Cherokee, AeroCommander 520, and Cessna 310 Airframe and
Powerplant systems. * General: Inspections, troubleshooting, and airworthiness determinations made on aircraft utilizing technical publications,
FAR's, manufacturer maintenance manuals, part catalogs and schematics. Completed logbook and paperwork documentation. * Powerplant:
Performed inspection, repair, installation and troubleshooting on turbine, turboshaft, reciprocating engines, and systems therein including:
Induction, Exhaust, Fuel, Ignition, Electrical, Communication/Navigation, Ice and Rain, Instruments and APU. * Airframe: Performed
maintenance and inspections on Hydraulic/Pneumatic systems, Electrical, Fire protection, Flight controls, and Interiors. Fabricated airfoils (sheet
metal and composite) from blue print drawings. Performed registration marking and painting of aircraft surfaces.
Professional","and Training
BS
 
: 
Aviation Business Administration, Safety
 
, 
2018
 
Embry-Riddle Aeronautical University
 
ï¼​ 
City
 
, 
State
 
, 
US
 
BS in Aviation Business
Administration with a minor in Safety Embry-Riddle Aeronautical University - Daytona Beach, FL 2015 to 2018
Master
 
: 
2014
 
Six Sigma Villanova University
 
ï¼​ 
City
 
, 
State
 
, 
US
 
Master Certificate in Six Sigma Villanova University - Villanova, PA 2014 to
2014
AS
 
: 
Aviation Maintenance
 
, 
2010
 
National Aviation Academy
 
ï¼​ 
City
 
, 
State
 
, 
US
 
AS in Aviation Maintenance National Aviation Academy -
Clearwater, FL 2008 to 2010 Fiber Optic Repair
Military"
AVIATION,data/AVIATION/11333001.pdf,OPERATIONS TECHNICIAN 1,,"and Training
Pebble Room High 
|
 
05/2013
 
High School Diploma
University Of Alabama At Huntsville
 
|
 
City
 
, 
State
 
Some College (No Degree)
Kennesaw State University
 
|
 
City
 
Some College (No Degree)
Activities and Honors
Awarded Junior Sailor of the Month for outstanding performance as an ordnanceman.
Alumni of (CSADD) Coalition of Sailors Against Suicide.
Certifications
Explosives and Ordnance handling, US Navy - [2013-2018.]
Elevator maintenance technician Training certification- [2018]
Licensed elevator operator - [2013-2018]
CPR
Basic onboard firefighting training"
